-28.00 -0.7143 0.1527
-24.00 0.7681 0.0771
-20.00 0.9883 0.0044
-16.00 0.6416 0.0218
-12.00 -0.0904 0.0374
-8.00 0.0238 0.0399
-4.00 0.0525 0.0411
0.00 0.0000 0.0431
4.00 -0.0525 0.0411
8.00 -0.0238 0.0399
12.00 0.0904 0.0374
16.00 -0.6416 0.0218
20.00 -0.9883 0.0044
24.00 -0.7681 0.0771
28.00 0.7143 0.1527
