b_t0	40.5	0.5	-100. 100.
b_a0	-1.42	0.01	-50 +300
b_a1	0.006	0.001	-30 +30
b_a2	0.e-4	1.e-4	-30 +30
b_b0	-29.9	0.2	-30 +30
b_b1	15.6	0.02	-30 +30
b_b2	0.0	1.e-3	-30 +30
