a_0	-2.9	0.01	-10.	20.
a_x	2.65	0.001	-10	+20
a_2x	-0.05	0.001	-10	+5
a_3x	0	0.000	-5	+5
a_th	-0.09	0.001	-5.	+5
a_2th	5.0e-5	1.0e-5	-5	+5
a_3th	0	0.000	-5	+5
a_xth	0.003	1.0e-4	-5	+5
a_2xth	0	0.0e-5	-5	+5
a_x2th	0	0.0e-5	-5	+5
