-28.00 0.0000 0.7071
-20.00 -0.3333 0.5443
-16.00 0.1429 0.3741
-12.00 0.2000 0.3098
-8.00 0.0000 0.3162
-4.00 0.2500 0.1976
0.00 0.0000 0.1474
4.00 -0.2500 0.1976
8.00 0.0000 0.3162
12.00 -0.2000 0.3098
16.00 -0.1429 0.3741
20.00 0.3333 0.5443
28.00 0.0000 0.7071
