-28.00 0.5571 0.0702
-24.00 0.4419 0.0790
-20.00 0.4058 0.0778
-16.00 0.3261 0.0697
-12.00 0.1008 0.0645
-8.00 0.0526 0.0612
-4.00 0.0727 0.0587
0.00 0.0000 0.0609
4.00 -0.0727 0.0587
8.00 -0.0526 0.0612
12.00 -0.1008 0.0645
16.00 -0.3261 0.0697
20.00 -0.4058 0.0778
24.00 -0.4419 0.0790
28.00 -0.5571 0.0702
