a_0 -1.702 0.02633
a_x -2.499 0.001716
a_2x -0.0035 8.182e-05
a_3x 0 0
a_th 0.08025 0.0001048
a_2th 0 0
a_3th 0 0
a_xth 0.0004552 4.944e-06
a_2xth 0 0
a_x2th 0 0
