a_0 -2.936 0.01314
a_x 2.643 0.000664
a_2x -0.0514 2.974e-05
a_3x 0 0
a_th -0.0894 4.386e-05
a_2th 5e-05 1.295e-07
a_3th 0 0
a_xth 0.00292 2.016e-06
a_2xth 0 0
a_x2th 0 0
