-28.00 0.9048 0.0929
-24.00 0.7778 0.2095
-20.00 -0.2222 0.2298
-16.00 -0.7647 0.1105
-12.00 -0.8000 0.1342
-8.00 -0.3333 0.3143
-4.00 0.6364 0.2326
0.00 0.0000 0.5000
4.00 -0.6364 0.2326
8.00 0.3333 0.3143
12.00 0.8000 0.1342
16.00 0.7647 0.1105
20.00 0.2222 0.2298
24.00 -0.7778 0.2095
28.00 -0.9048 0.0929
