-10 2
-9.8 3
-9.6 0
-9.4 1
-9.2 1
-9 2
-8.8 0
-8.6 3
-8.4 6
-8.2 3
-8 1
-7.8 1
-7.6 3
-7.4 2
-7.2 3
-7 5
-6.8 4
-6.6 2
-6.4 7
-6.2 7
-6 3
-5.8 7
-5.6 2
-5.4 10
-5.2 11
-5 8
-4.8 10
-4.6 12
-4.4 14
-4.2 19
-4 26
-3.8 17
-3.6 25
-3.4 25
-3.2 35
-3 44
-2.8 51
-2.6 39
-2.4 52
-2.2 76
-2 76
-1.8 88
-1.6 87
-1.4 102
-1.2 120
-1 117
-0.799999999999999 127
-0.6 144
-0.399999999999999 134
-0.199999999999999 147
0 138
0.200000000000001 150
0.4 152
0.600000000000001 146
0.800000000000001 123
1 98
1.2 110
1.4 108
1.6 72
1.8 87
2 73
2.2 69
2.4 67
2.6 48
2.8 42
3 38
3.2 43
3.4 31
3.6 24
3.8 18
4 18
4.2 12
4.4 16
4.6 17
4.8 15
5 7
5.2 8
5.4 10
5.6 2
5.8 2
6 3
6.2 2
6.4 3
6.6 5
6.8 2
7 2
7.2 5
7.4 4
7.6 3
7.8 2
8 3
8.2 2
8.4 3
8.6 1
8.8 1
9 0
9.2 3
9.4 2
9.6 0
9.8 3
