-10 0
-9.8 0
-9.6 0
-9.4 0
-9.2 1
-9 1
-8.8 0
-8.6 0
-8.4 1
-8.2 0
-8 0
-7.8 1
-7.6 1
-7.4 0
-7.2 0
-7 0
-6.8 2
-6.6 0
-6.4 1
-6.2 0
-6 0
-5.8 2
-5.6 2
-5.4 3
-5.2 5
-5 3
-4.8 5
-4.6 7
-4.4 9
-4.2 9
-4 6
-3.8 15
-3.6 21
-3.4 17
-3.2 18
-3 25
-2.8 30
-2.6 32
-2.4 49
-2.2 44
-2 57
-1.8 72
-1.6 94
-1.4 119
-1.2 119
-1 131
-0.799999999999999 137
-0.6 124
-0.399999999999999 180
-0.199999999999999 130
0 154
0.200000000000001 163
0.4 167
0.600000000000001 143
0.800000000000001 108
1 126
1.2 106
1.4 79
1.6 70
1.8 76
2 56
2.2 42
2.4 40
2.6 24
2.8 22
3 17
3.2 18
3.4 9
3.6 12
3.8 10
4 9
4.2 6
4.4 7
4.6 2
4.8 2
5 3
5.2 4
5.4 0
5.6 2
5.8 0
6 0
6.2 1
6.4 1
6.6 2
6.8 0
7 2
7.2 2
7.4 1
7.6 4
7.8 1
8 0
8.2 1
8.4 0
8.6 0
8.8 0
9 1
9.2 0
9.4 0
9.6 0
9.8 0
