#Event Energy_i(MeV)    delta_i(%)       x_i(cm)       y_i(cm) theta_i(mrad)   phi_i(mrad)       x_f(cm)       y_f(cm) theta_f(mrad)   phi_f(mrad)
   167            29        -3.319        0.4218        0.3302         1.128        -14.71        -2.619        -2.845        -46.12         761.6
   168         25.67        -14.43        0.4174       -0.1833        -108.6         29.11        -6.371         8.685        -31.23         852.2
   169         25.98        -13.39        0.1602       -0.0194        -115.3         32.02        -4.515         11.16         12.18           877
   170         40.42         34.72       -0.3595       -0.1343         63.95         32.81         28.87         5.105           400         816.7
   171         24.53        -18.23        0.1765       -0.3724         42.83         27.66        -18.85         5.051          -308         842.9
   172         28.39        -5.379       -0.1576       -0.3832        -47.03         2.176       -0.3044       -0.6171         65.67         784.4
   173         41.29         37.63       0.03431        0.1993        -11.67         -24.2         26.85        -3.992         409.6         760.9
   174         26.38        -12.07        0.5523       -0.2905        -139.3         15.24        -3.099         4.112         6.294         811.6
   175         25.91        -13.63       -0.1918        0.3748        -130.9         16.77        -1.649         9.477         84.84         848.9
   176         29.53        -1.582       0.06264        0.1075         161.5        -11.87        -6.023       -0.7213        -198.6           786
   177         25.99        -13.38        0.1665       -0.5867        -9.924         17.76         -10.8         1.968        -203.4         818.3
   178          27.5        -8.346      -0.03924       -0.3991        -17.51        -29.16        -4.885        -5.628        -82.96         694.9
   179          32.6         8.656       -0.3219       -0.2676         102.5         6.683         7.406        0.3851         64.19         783.5
   180         33.14         10.46        0.6468      -0.01691        -39.24        0.3829         8.783        0.1738         170.7         795.2
   181         27.17        -9.439       -0.2055       0.05608        -49.51         4.577        -3.371        0.3738        -26.25         785.2
   182         37.13         23.77        0.1035        0.5709        -14.57         4.958         18.47         2.738         324.2         819.7
   183         37.75         25.84       -0.1829        0.2689         147.5         3.389         22.32         1.009         282.9         792.6
   184          28.3        -5.681       -0.2901        0.4638        -132.8        -24.18         3.148         -4.19         168.2         749.6
   185         39.92         33.07      -0.08677        0.4051         163.7         -15.5         28.44        -1.061         350.5         783.6
   186         33.74         12.46        0.1879       -0.3165        -2.617        0.9965         10.45        -1.077         159.3         783.5
   187         34.83         16.08        0.4128       -0.3805         93.31         -32.8         11.46        -3.877         132.6         775.3
   188          40.6         35.34       0.08576      -0.05984         95.77        -26.18         27.14        -4.651         366.7         764.1
   189          36.2         20.66       0.06196       -0.1417         50.44        -4.591         16.42       -0.5301         227.8         798.7
